epoch,lr,loss,root,time
19.499204,0.001000,1.802128,0.941265,0:07:03
19.999204,0.001000,0.155314,0.945422,0:13:38
20.499204,0.001000,0.377245,0.939561,0:20:08
20.999204,0.001000,0.339840,0.944861,0:26:40
21.499204,0.001000,0.229365,0.940058,0:33:06
21.999204,0.001000,1.933280,0.936866,0:39:40
22.499204,0.001000,1.916148,0.941682,0:46:07
22.999204,0.001000,0.999611,0.938854,0:52:34
23.499204,0.001000,0.158661,0.944199,0:59:08
23.999204,0.001000,0.205227,0.944879,1:05:38
24.499204,0.001000,0.107394,0.949635,1:12:11
24.999204,0.001000,1.041684,0.941886,1:18:39
25.499204,0.001000,0.180131,0.945028,1:25:07
25.999204,0.001000,0.221013,0.941930,1:31:35
26.499204,0.001000,1.796551,0.945238,1:38:05
26.999204,0.001000,0.240190,0.947056,1:44:36
27.499204,0.001000,0.092253,0.947620,1:51:09
27.999204,0.001000,1.619722,0.946983,1:57:37
28.499204,0.001000,1.167640,0.945948,2:04:04
28.999204,0.001000,1.568283,0.946553,2:10:32
29.499204,0.001000,0.144463,0.947117,2:17:04
29.999204,0.001000,1.685129,0.944917,2:23:35
30.499204,0.001000,0.139536,0.945653,2:30:07
30.999204,0.001000,0.098119,0.939620,2:36:33
31.499204,0.001000,0.184835,0.948760,2:43:00
31.999204,0.001000,0.207108,0.950540,2:49:25
32.499204,0.001000,0.123797,0.944775,2:55:56
32.999204,0.001000,1.874351,0.949058,3:02:20
33.499204,0.001000,0.104631,0.947875,3:08:52
33.999204,0.001000,0.234160,0.949028,3:15:21
34.499204,0.001000,1.066446,0.947626,3:21:50
34.999204,0.001000,0.051956,0.950214,3:28:14
35.499204,0.001000,1.906826,0.949257,3:34:48
35.999204,0.001000,1.008896,0.951588,3:41:14
36.499204,0.001000,0.171209,0.948222,3:47:43
36.999204,0.001000,1.696406,0.948993,3:54:12
37.499204,0.001000,0.253155,0.954205,4:00:43
37.999204,0.001000,1.699435,0.950187,4:07:10
38.499204,0.001000,0.136704,0.948584,4:13:43
38.999204,0.001000,0.198798,0.952516,4:20:10
39.499204,0.001000,0.086807,0.951577,4:26:41
39.999204,0.001000,0.969594,0.951776,4:33:11
40.499204,0.001000,0.156486,0.951721,4:39:46
40.999204,0.001000,0.103873,0.950853,4:46:16
41.499204,0.001000,0.176650,0.949795,4:52:41
41.999204,0.001000,1.798252,0.946659,4:59:12
42.499204,0.001000,1.657552,0.946468,5:05:50
42.999204,0.001000,0.117864,0.951532,5:12:21
43.499204,0.001000,1.063327,0.952637,5:18:55
43.999204,0.001000,1.680311,0.952350,5:25:24
44.499204,0.001000,1.690331,0.948105,5:31:54
44.999204,0.001000,0.039089,0.952108,5:38:25
45.499204,0.001000,0.026611,0.954594,5:44:58
45.999204,0.001000,1.046600,0.953304,5:51:29
46.499204,0.001000,1.799400,0.949988,5:58:04
46.999204,0.001000,0.835500,0.947137,6:04:36
47.499204,0.001000,1.702090,0.949544,6:11:05
47.999204,0.001000,0.111274,0.953413,6:17:34
48.499204,0.001000,0.154134,0.952320,6:24:10
48.999204,0.001000,1.802021,0.949203,6:30:42
49.499204,0.001000,1.769244,0.952017,6:37:19
49.999204,0.001000,0.175570,0.952062,6:43:50
50.499204,0.001000,0.954325,0.947161,6:50:20
50.999204,0.001000,0.061671,0.953227,6:56:47
51.499204,0.001000,0.800102,0.952549,7:03:17
51.999204,0.001000,1.760254,0.950149,7:09:47
52.499204,0.001000,0.108325,0.953190,7:16:13
52.999204,0.001000,1.789168,0.954142,7:22:42
53.499204,0.001000,0.103198,0.952617,7:29:14
53.999204,0.001000,0.136254,0.953109,7:35:46
54.499204,0.001000,0.125238,0.948188,7:42:18
54.999204,0.001000,0.981150,0.953024,7:48:50
55.499204,0.000700,1.555137,0.954675,7:55:21
55.999204,0.000700,0.921923,0.956410,8:01:49
